class,order,family,genus,specie,taxon_id
Insecta,Phasmida,Diapheromeridae,Pijnackeria,Pijnackeria masettii,747874
Arachnida,Araneae,Pimoidae,Pimoa,Pimoa altioculata,228139
Arachnida,Araneae,Pimoidae,Pimoa,Pimoa rupicola,484769
Insecta,Diptera,Piophilidae,Piophila,Piophila casei,326643
Arachnida,Araneae,Pisauridae,Pisaura,Pisaura mirabilis,55787
Insecta,Coleoptera,Laemophloeidae,Placonotus,Placonotus testaceus,549915
Malacostraca,Isopoda,Platyarthridae,Platyarthrus,Platyarthrus hoffmannseggii,205749
Insecta,Odonata,Platycnemididae,Platycnemis,Platycnemis pennipes,109650
Insecta,Hymenoptera,Tetracampidae,Platynocheilus,Platynocheilus cuprifrons,519334
Insecta,Diptera,Platystomatidae,Platystoma,Platystoma seminationis,62005
Insecta,Coleoptera,Anthribidae,Platystomos,Platystomos albinus,317906
Insecta,Hemiptera,Pleidae,Plea,Plea minutissima,490806
Insecta,Hymenoptera,Agaonidae,Pleistodontes,Pleistodontes froggatti,395333
Branchiopoda,Anomopoda,Chydoridae,Pleuroxus,Pleuroxus aduncus,483920
Insecta,Plecoptera,Chloroperlidae,Plumiperla,Plumiperla diversa,228417
Entognatha,Diplura,Campodeidae,Plusiocampa,Plusiocampa hoffmanni,1183913
Entognatha,Diplura,Campodeidae,Plusiocampa,Plusiocampa strouhali,1149718
Insecta,Lepidoptera,Plutellidae,Plutella,Plutella xylostella,126765
Insecta,Hymenoptera,Torymidae,Podagrion,Podagrion crassiclava,264553
Insecta,Hymenoptera,Torymidae,Podagrion,Podagrion mantidiphagum,264554
Insecta,Hymenoptera,Torymidae,Podagrion,Podagrion mantis,264555
Entognatha,Poduromorpha,Poduridae,Podura,Podura aquatica,207912
Insecta,Diptera,Dolichopodidae,Poecilobothrus,Poecilobothrus nobilitatus,451398
Arachnida,Mesostigmata,Parasitidae,Poecilochirus,Poecilochirus necrophori,85388
Insecta,Hymenoptera,Vespidae,Polistes,Polistes dominula,84640
Insecta,Diptera,Polleniidae,Pollenia,Pollenia vagabunda,448298
Diplopoda,Polydesmida,Polydesmidae,Polydesmus,Polydesmus angustus,127612
Insecta,Coleoptera,Curculionidae,Polydrusus,Polydrusus formosus,494559
Insecta,Lepidoptera,Lycaenidae,Polyommatus,Polyommatus icarus,55641
Insecta,Diptera,Chironomidae,Polypedilum,Polypedilum nubifer,1102814
Branchiopoda,Onychopoda,Polyphemidae,Polyphemus,Polyphemus pediculus,483930
Insecta,Psocodea,Polyplacidae,Polyplax,Polyplax serrata,395500
Diplopoda,Polyxenida,Polyxenidae,Polyxenus,Polyxenus lagurus,133872
Diplopoda,Polyzoniida,Polyzoniidae,Polyzonium,Polyzonium germanicum,336995
Insecta,Coleoptera,Dryopidae,Pomatinus,Pomatinus substriatus,505411
Malacostraca,Isopoda,Porcellionidae,Porcellio,Porcellio scaber,122238
Insecta,Ephemeroptera,Potamanthidae,Potamanthus,Potamanthus luteus,781005
Insecta,Lepidoptera,Praydidae,Prays,Prays fraxinella,324792
Insecta,Psocodea,Prionoglarididae,Prionoglaris,Prionoglaris stygia,1021899
Insecta,Orthoptera,Pamphagidae,Prionotropis,Prionotropis azami,760202
Insecta,Hymenoptera,Aulacidae,Pristaulacus,Pristaulacus fasciatus,471670
Malacostraca,Isopoda,Asellidae,Proasellus,Proasellus meridianus,483954
Insecta,Diptera,Ceratopogonidae,Probezzia,Probezzia infuscata,478982
Insecta,Psocodea,Elipsocidae,Propsocus,Propsocus pulchripennis,141763
Insecta,Hymenoptera,Evaniidae,Prosevania,Prosevania fuscipes,476070
Insecta,Coleoptera,Prostomidae,Prostomis,Prostomis mandibularis,704734
Diplopoda,Glomerida,Protoglomeridae,Protoglomeris,Protoglomeris vasconica,1409260
Arachnida,Pseudoscorpiones,Chernetidae,Pselaphochernes,Pselaphochernes scorpioides,554551
Insecta,Psocodea,Pseudocaeciliidae,Pseudocaecilius,Pseudocaecilius citricola,271150
Insecta,Psocodea,Pseudocaeciliidae,Pseudocaecilius,Pseudocaecilius tahitiensis,271151
Insecta,Orthoptera,Acrididae,Pseudochorthippus,Pseudochorthippus parallelus,501625
Insecta,Hemiptera,Pseudococcidae,Pseudococcus,Pseudococcus longispinus,84805
Insecta,Hymenoptera,Trigonalidae,Pseudogonalos,Pseudogonalos hahnii,905036
Insecta,Lepidoptera,Opostegidae,Pseudopostega,Pseudopostega crepusculella,522492
Insecta,Diptera,Psilidae,Psila,Psila fimetaria,712461
Arachnida,Araneae,Pholcidae,Psilochorus,Psilochorus simoni,318908
Insecta,Lepidoptera,Psychidae,Psyche,Psyche casta,61413
Insecta,Hemiptera,Psyllidae,Psylla,Psylla buxi,207696
Insecta,Psocodea,Psyllipsocidae,Psyllipsocus,Psyllipsocus ramburii,229302
Insecta,Coleoptera,Ptiliidae,Ptenidium,Ptenidium pusillum,395962
Insecta,Lepidoptera,Pterolonchidae,Pterolonche,Pterolonche albescens,468566
Insecta,Lepidoptera,Pterolonchidae,Pterolonche,Pterolonche lutescentella,935938
Insecta,Lepidoptera,Pterolonchidae,Pterolonche,Pterolonche pulverulenta,805523
Insecta,Psocodea,Pthiridae,Pthirus,Pthirus pubis,395978
Insecta,Diptera,Ptychopteridae,Ptychoptera,Ptychoptera contaminata,418158
Insecta,Hemiptera,Coccidae,Pulvinaria,Pulvinaria regalis,59960
Insecta,Lepidoptera,Pyralidae,Pyralis,Pyralis farinalis,199870
Insecta,Orthoptera,Pyrgomorphidae,Pyrgomorpha,Pyrgomorpha conica,154231
Insecta,Coleoptera,Pyrochroidae,Pyrochroa,Pyrochroa serraticornis,61517
Insecta,Hemiptera,Pyrrhocoridae,Pyrrhocoris,Pyrrhocoris apterus,55610
Insecta,Coleoptera,Pythidae,Pytho,Pytho depressus,622770
Insecta,Hemiptera,Reduviidae,Reduvius,Reduvius personatus,56521
Insecta,Blattodea,Rhinotermitidae,Reticulitermes,Reticulitermes flavipes,119931
Insecta,Blattodea,Rhinotermitidae,Reticulitermes,Reticulitermes urbis,1425534
Insecta,Diptera,Rhagionidae,Rhagio,Rhagio tringarius,321826
Insecta,Coleoptera,Cantharidae,Rhagonycha,Rhagonycha fulva,62456
Insecta,Hemiptera,Aphalaridae,Rhinocola,Rhinocola aceris,207578
Insecta,Thysanoptera,Aeolothripidae,Rhipidothrips,Rhipidothrips gratiosus,704791
Insecta,Coleoptera,Monotomidae,Rhizophagus,Rhizophagus bipustulatus,484658
Insecta,Trichoptera,Rhyacophilidae,Rhyacophila,Rhyacophila aurata,1508240
Insecta,Trichoptera,Rhyacophilidae,Rhyacophila,Rhyacophila dorsalis,482050
Insecta,Trichoptera,Rhyacophilidae,Rhyacophila,Rhyacophila fasciata,546256
Insecta,Trichoptera,Rhyacophilidae,Rhyacophila,Rhyacophila nubila,471921
Insecta,Hemiptera,Rhyparochromidae,Rhyparochromus,Rhyparochromus vulgaris,141731
Insecta,Coleoptera,Rhysodidae,Rhysodes,Rhysodes sulcatus,945553
Arachnida,Araneae,Leptonetidae,Rhyssoleptoneta,Rhyssoleptoneta aosen,1252495
Arachnida,Trombidiformes,Ereynetidae,Riccardoella,Riccardoella oudemansi,297378
Insecta,Lepidoptera,Roeslerstammiidae,Roeslerstammia,Roeslerstammia erxlebella,499934
Insecta,Diptera,Mycetophilidae,Rondaniella,Rondaniella dimidiata,639211
Insecta,Coleoptera,Cerambycidae,Rutpela,Rutpela maculata,62321
Arachnida,Opiliones,Sabaconidae,Sabacon,Sabacon briggsi,525853
Arachnida,Opiliones,Sabaconidae,Sabacon,Sabacon cavicolens,230348
Arachnida,Opiliones,Sabaconidae,Sabacon,Sabacon imamurai,1081686
Arachnida,Opiliones,Sabaconidae,Sabacon,Sabacon makinoi,525988
Arachnida,Opiliones,Sabaconidae,Sabacon,Sabacon occidentalis,525643
Arachnida,Opiliones,Sabaconidae,Sabacon,Sabacon paradoxus,525959
Arachnida,Opiliones,Sabaconidae,Sabacon,Sabacon simoni,1516531
Arachnida,Opiliones,Sabaconidae,Sabacon,Sabacon siskiyou,525844
Arachnida,Opiliones,Sabaconidae,Sabacon,Sabacon viscayanus,1515194
Insecta,Psocodea,Philopteridae,Saemundssonia,Saemundssonia lari,330672
Insecta,Hemiptera,Saldidae,Saldula,Saldula saltatoria,318796
Hexanauplia,Siphonostomatoida,Lernaeopodidae,Salmincola,Salmincola edwardsii,424018
Insecta,Coleoptera,Salpingidae,Salpingus,Salpingus planirostris,541538
Arachnida,Araneae,Salticidae,Salticus,Salticus scenicus,68901
Insecta,Hymenoptera,Sapygidae,Sapygina,Sapygina decemguttata,502160
Insecta,Lepidoptera,Saturniidae,Saturnia,Saturnia pavonia,59346
Arachnida,Trombidiformes,Adamystidae,Saxidromus,Saxidromus delamarei,1205340
Branchiopoda,Anomopoda,Daphniidae,Scapholeberis,Scapholeberis mucronata,203493
Insecta,Diptera,Scathophagidae,Scathophaga,Scathophaga stercoraria,132718
Insecta,Diptera,Scatopsidae,Scatopse,Scatopse notata,230507
Insecta,Diptera,Scenopinidae,Scenopinus,Scenopinus fenestralis,707301
Chilopoda,Geophilomorpha,Schendylidae,Schendyla,Schendyla nemorensis,230519
Insecta,Lepidoptera,Schreckensteiniidae,Schreckensteinia,Schreckensteinia festaliella,345532
Insecta,Diptera,Sciaridae,Sciara,Sciara hemerobioides,334614
Insecta,Hymenoptera,Bethylidae,Sclerodermus,Sclerodermus macrogaster,266310
Insecta,Hymenoptera,Bethylidae,Sclerodermus,Sclerodermus niveifemur,424288
Insecta,Hymenoptera,Scoliidae,Scolia,Scolia hirta,131031
Chilopoda,Scolopendromorpha,Scolopendridae,Scolopendra,Scolopendra cingulata,128145
Arachnida,Opiliones,Phalangodidae,Scotolemon,Scotolemon doriae,1305691
Arachnida,Araneae,Gnaphosidae,Scotophaeus,Scotophaeus blackwalli,206295
Chilopoda,Scutigeromorpha,Scutigeridae,Scutigera,Scutigera coleoptrata,49552
Insecta,Lepidoptera,Scythrididae,Scythris,Scythris limbella,230748
Arachnida,Araneae,Scytodidae,Scytodes,Scytodes thoracica,57450
Arachnida,Araneae,Segestriidae,Segestria,Segestria florentina,320827
Arachnida,Araneae,Zodariidae,Selamia,Selamia reticulata,783872
Insecta,Thysanoptera,Thripidae,Selenothrips,Selenothrips rubrocinctus,271215
Insecta,Coleoptera,Rhadalidae,Semijulistus,Semijulistus ater,456985
Insecta,Coleoptera,Corylophidae,Sericoderus,Sericoderus lateralis,203329
Insecta,Trichoptera,Sericostomatidae,Sericostoma,Sericostoma personatum,451393
Insecta,Thysanoptera,Thripidae,Sericothrips,Sericothrips staphylinus,409097
Insecta,Ephemeroptera,Ephemerellidae,Serratella,Serratella ignita,416524
Insecta,Lepidoptera,Sesiidae,Sesia,Sesia apiformis,354819
Insecta,Megaloptera,Sialidae,Sialis,Sialis lutaria,319948
Insecta,Diptera,Conopidae,Sicus,Sicus ferrugineus,70175
Branchiopoda,Ctenopoda,Sididae,Sida,Sida crystallina,168927
Insecta,Hemiptera,Corixidae,Sigara,Sigara striata,624508
Insecta,Diptera,Lonchaeidae,Silba,Silba fumosa,1067653
Insecta,Diptera,Simuliidae,Simulium,Simulium aureum,875608
Insecta,Diptera,Simuliidae,Simulium,Simulium costatum,1200185
Insecta,Diptera,Simuliidae,Simulium,Simulium dugesi,258758
Insecta,Diptera,Simuliidae,Simulium,Simulium lineatum,541777
Insecta,Diptera,Simuliidae,Simulium,Simulium ornatum,521067
Insecta,Diptera,Simuliidae,Simulium,Simulium reptans,541774
Insecta,Diptera,Simuliidae,Simulium,Simulium vernum,542970
Insecta,Ephemeroptera,Siphlonuridae,Siphlonurus,Siphlonurus aestivalis,1016663
Insecta,Ephemeroptera,Siphlonuridae,Siphlonurus,Siphlonurus alternatus,231037
Insecta,Ephemeroptera,Siphlonuridae,Siphlonurus,Siphlonurus lacustris,1016662
Insecta,Ephemeroptera,Siphlonuridae,Siphlonurus,Siphlonurus lusoensis,1505588
Insecta,Ephemeroptera,Siphlonuridae,Siphlonurus,Siphlonurus mirus,231048
Insecta,Ephemeroptera,Siphlonuridae,Siphlonurus,Siphlonurus occidentalis,231049
Insecta,Ephemeroptera,Siphlonuridae,Siphlonurus,Siphlonurus quebecensis,231051
Insecta,Plecoptera,Chloroperlidae,Siphonoperla,Siphonoperla torrentium,451407
Arachnida,Opiliones,Sironidae,Siro,Siro rubens,525943
Insecta,Neuroptera,Sisyridae,Sisyra,Sisyra nigra,363245
Entognatha,Symphypleona,Sminthurididae,Sminthurides,Sminthurides aquaticus,296715
Entognatha,Symphypleona,Katiannidae,Sminthurinus,Sminthurinus elegans,296640
Insecta,Diptera,Xylomyidae,Solva,Solva marginata,624336
Insecta,Hymenoptera,Spalangiidae,Spalangia,Spalangia nigripes,628765
Insecta,Coleoptera,Spercheidae,Spercheus,Spercheus belli,953236
Insecta,Coleoptera,Spercheidae,Spercheus,Spercheus emarginatus,829395
Insecta,Coleoptera,Spercheidae,Spercheus,Spercheus hanseni,1150633
Insecta,Coleoptera,Spercheidae,Spercheus,Spercheus platycephalus,370283
Insecta,Coleoptera,Sphaeritidae,Sphaerites,Sphaerites glabratus,908311
Insecta,Coleoptera,Sphaeritidae,Sphaerites,Sphaerites politus,361545
Insecta,Diptera,Ceratopogonidae,Sphaeromias,Sphaeromias pictus,362640
Insecta,Coleoptera,Alexiidae,Sphaerosoma,Sphaerosoma pilosum,491919
Insecta,Coleoptera,Alexiidae,Sphaerosoma,Sphaerosoma quercus,1225956
Insecta,Hymenoptera,Sphecidae,Sphex,Sphex funerarius,466438
Insecta,Coleoptera,Sphindidae,Sphindus,Sphindus americanus,231383
Insecta,Coleoptera,Sphindidae,Sphindus,Sphindus dubius,1016872
Arachnida,Mesostigmata,Spinturnicidae,Spinturnix,Spinturnix andegavinus,1280350
Insecta,Lepidoptera,Stathmopodidae,Stathmopoda,Stathmopoda pedella,204720
Insecta,Diptera,Piophilidae,Stearibia,Stearibia nigriceps,343425
Arachnida,Araneae,Theridiidae,Steatoda,Steatoda nobilis,366894
Arachnida,Sarcoptiformes,Phthiracaridae,Steganacarus,Steganacarus magnus,955886
Malacostraca,Isopoda,Stenoniscidae,Stenoniscus,Stenoniscus pleonalis,329168
Insecta,Hymenoptera,Stephanidae,Stephanus,Stephanus serrator,735484
Insecta,Diptera,Cylindrotomidae,Stibadocerodes,Stibadocerodes zherikhini,855261
Insecta,Lepidoptera,Nepticulidae,Stigmella,Stigmella aurella,339411
Insecta,Hymenoptera,Eucharitidae,Stilbula,Stilbula cyniformis,752818
Insecta,Diptera,Ceratopogonidae,Stilobezzia,Stilobezzia coquilletti,294378
Insecta,Diptera,Anthomyzidae,Stiphrosoma,Stiphrosoma sabulosum,548220
Insecta,Diptera,Rhiniidae,Stomorhina,Stomorhina lunata,326655
Diplopoda,Polydesmida,Paradoxosomatidae,Stosatea,Stosatea italica,336996
Branchiopoda,Anomopoda,Macrothricidae,Streblocerus,Streblocerus serricaudatus,483842
Insecta,Plecoptera,Taeniopterygidae,Strophopteryx,Strophopteryx fasciata,210995
Insecta,Strepsiptera,Stylopidae,Stylops,Stylops ater,1349393
Insecta,Diptera,Heleomyzidae,Suillia,Suillia variegata,343752
Insecta,Plecoptera,Chloroperlidae,Sweltsa,Sweltsa fidelis,232028
Insecta,Plecoptera,Chloroperlidae,Sweltsa,Sweltsa lateralis,232033
Insecta,Plecoptera,Chloroperlidae,Sweltsa,Sweltsa onkos,232037
Insecta,Diptera,Anisopodidae,Sylvicola,Sylvicola punctatus,471969
Insecta,Coleoptera,Anamorphidae,Symbiotes,Symbiotes duryi,232052
Insecta,Coleoptera,Anamorphidae,Symbiotes,Symbiotes gibberosus,232053
Insecta,Diptera,Ditomyiidae,Symmerus,Symmerus annulatus,1018079
Insecta,Hemiptera,Micronectidae,Synaptonecta,Synaptonecta issa,1137324
Malacostraca,Decapoda,Atyidae,Syncaris,Syncaris pacifica,113566
Insecta,Diptera,Tachinidae,Tachina,Tachina fera,52591
Insecta,Hemiptera,Cixiidae,Tachycixius,Tachycixius pilosus,547019
Insecta,Diptera,Hybotidae,Tachypeza,Tachypeza nubila,780656
Insecta,Plecoptera,Taeniopterygidae,Taeniopteryx,Taeniopteryx nebulosa,482059
Branchiopoda,Anostraca,Tanymastigidae,Tanymastix,Tanymastix stagnalis,488343
Insecta,Diptera,Tanypezidae,Tanypeza,Tanypeza longimana,765761
Arachnida,Araneae,Oonopidae,Tapinesthis,Tapinesthis inermis,232294
Arachnida,Araneae,Telemidae,Telema,Telema tenella,778282
Insecta,Coleoptera,Trogossitidae,Temnoscheila,Temnoscheila caerulea,538124
Insecta,Coleoptera,Teredidae,Teredus,Teredus cylindricus,1014569
Insecta,Coleoptera,Tetratomidae,Tetratoma,Tetratoma fungorum,481158
Insecta,Orthoptera,Tetrigidae,Tetrix,Tetrix subulata,129129
Insecta,Hemiptera,Tettigometridae,Tettigometra,Tettigometra laeta,466615
Insecta,Hemiptera,Tettigometridae,Tettigometra,Tettigometra virescens,785888
Insecta,Orthoptera,Tettigoniidae,Tettigonia,Tettigonia viridissima,133250
Diplopoda,Julida,Nemasomatidae,Thalassisobates,Thalassisobates littoralis,232456
Insecta,Diptera,Chloropidae,Thaumatomyia,Thaumatomyia glabra,133767
Insecta,Diptera,Therevidae,Thereva,Thereva nobilitata,362410
Arachnida,Araneae,Theridiosomatidae,Theridiosoma,Theridiosoma gemmosum,153777
Malacostraca,Isopoda,Sphaeromatidae,Thermosphaeroma,Thermosphaeroma macrura,114069
Malacostraca,Isopoda,Sphaeromatidae,Thermosphaeroma,Thermosphaeroma smithi,114071
Malacostraca,Isopoda,Sphaeromatidae,Thermosphaeroma,Thermosphaeroma subequalum,114072
Malacostraca,Isopoda,Sphaeromatidae,Thermosphaeroma,Thermosphaeroma thermophilum,114073
Hexanauplia,Cyclopoida,Ergasilidae,Thersitina,Thersitina gasterostei,475653
Insecta,Hymenoptera,Scelionidae,Thoron,Thoron metallicus,1083968
Insecta,Thysanoptera,Thripidae,Thrips,Thrips tabaci,271262
Insecta,Lepidoptera,Drepanidae,Thyatira,Thyatira batis,123022
Insecta,Coleoptera,Thymalidae,Thymalus,Thymalus limbatus,703310
Insecta,Hemiptera,Thyreocoridae,Thyreocoris,Thyreocoris scarabaeoides,483176
Insecta,Lepidoptera,Thyrididae,Thyris,Thyris fenestrella,462041
Insecta,Lepidoptera,Douglasiidae,Tinagma,Tinagma perdicella,805234
Insecta,Trichoptera,Psychomyiidae,Tinodes,Tinodes waeneri,459194
Insecta,Hymenoptera,Tiphiidae,Tiphia,Tiphia femorata,604483
Insecta,Diptera,Tipulidae,Tipula,Tipula paludosa,61917
Insecta,Lepidoptera,Tischeriidae,Tischeria,Tischeria ekebladella,468692
Entognatha,Entomobryomorpha,Tomoceridae,Tomocerus,Tomocerus vulgaris,472617
Insecta,Hymenoptera,Torymidae,Torymus,Torymus tubicola,264557
Insecta,Hemiptera,Pseudococcidae,Trabutina,Trabutina mannipara,60937
Malacostraca,Isopoda,Trachelipodidae,Trachelipus,Trachelipus rathkii,203479
Insecta,Diptera,Odiniidae,Traginops,Traginops irroratus,636907
Insecta,Diptera,Trichoceridae,Trichocera,Trichocera annulata,324127
Insecta,Hemiptera,Corixidae,Trichocorixa,Trichocorixa calva,130975
Insecta,Coleoptera,Cleridae,Trichodes,Trichodes apiarius,55048
Insecta,Hymenoptera,Diapriidae,Trichopria,Trichopria verticillata,1376656
Insecta,Psocodea,Trichopsocidae,Trichopsocus,Trichopsocus clarus,398313
Insecta,Archaeognatha,Machilidae,Trigoniophthalmus,Trigoniophthalmus alternatus,372465
Insecta,Psocodea,Pseudocaeciliidae,Trimerocaecilius,Trimerocaecilius becheti,1021943
Insecta,Psocodea,Menoponidae,Trinoton,Trinoton anserinum,534042
Insecta,Psocodea,Menoponidae,Trinoton,Trinoton querquedulae,330592
Insecta,Lepidoptera,Hepialidae,Triodia,Triodia sylvina,461806
Branchiopoda,Notostraca,Triopsidae,Triops,Triops cancriformis,60408
Insecta,Hemiptera,Triozidae,Trioza,Trioza centranthi,706328
Insecta,Hymenoptera,Scelionidae,Trissolcus,Trissolcus japonicus,517018
Insecta,Coleoptera,Erotylidae,Tritoma,Tritoma bipustulata,114499
Insecta,Hemiptera,Cydnidae,Tritomegas,Tritomegas bicolor,57839
Insecta,Coleoptera,Throscidae,Trixagus,Trixagus dermestoides,606937
Arachnida,Araneae,Mysmenidae,Trogloneta,Trogloneta paradoxa,233042
Arachnida,Trombidiformes,Trombidiidae,Trombidium,Trombidium auroraense,1155151
Arachnida,Trombidiformes,Trombidiidae,Trombidium,Trombidium breei,451847
Arachnida,Trombidiformes,Trombidiidae,Trombidium,Trombidium holosericeum,58397
Insecta,Coleoptera,Trogidae,Trox,Trox scaber,233070
Insecta,Hemiptera,Tropiduchidae,Trypetimorpha,Trypetimorpha occidentalis,914833
Insecta,Diptera,Sciomyzidae,Trypetoptera,Trypetoptera punctulata,338542
Insecta,Hemiptera,Aphididae,Tuberolachnus,Tuberolachnus salignus,354036
Insecta,Siphonaptera,Tungidae,Tunga,Tunga penetrans,308601
Malacostraca,Isopoda,Tylidae,Tylos,Tylos europaeus,210228
Malacostraca,Decapoda,Atyidae,Typhlatya,Typhlatya mitchelli,206555
Arachnida,Pseudoscorpiones,Chthoniidae,Tyrannochthonius,Tyrannochthonius japonicus,943140
Insecta,Lepidoptera,Crambidae,Udea,Udea rubigalis,143615
Arachnida,Araneae,Uloboridae,Uloborus,Uloborus plumipes,372517
Insecta,Hymenoptera,Siricidae,Urocerus,Urocerus gigas,51560
Insecta,Diptera,Tephritidae,Urophora,Urophora cardui,63066
Arachnida,Araneae,Telemidae,Usofila,Usofila flava,778290
Arachnida,Araneae,Telemidae,Usofila,Usofila pacifica,233352
Insecta,Psocodea,Caeciliusidae,Valenzuela,Valenzuela flavidus,308612
Insecta,Lepidoptera,Nymphalidae,Vanessa,Vanessa atalanta,49133
Arachnida,Mesostigmata,Varroidae,Varroa,Varroa destructor,194693
Insecta,Diptera,Vermileonidae,Vermileo,Vermileo comstocki,549672
Insecta,Diptera,Vermileonidae,Vermileo,Vermileo vermileo,465598
Entognatha,Entomobryomorpha,Isotomidae,Vertagopus,Vertagopus arboreus,339899
Insecta,Coleoptera,Vesperidae,Vesperus,Vesperus xatarti,371688
Arachnida,Pseudoscorpiones,Withiidae,Withius,Withius hispanus,973331
Insecta,Lepidoptera,Urodidae,Wockia,Wockia asperipunctella,453470
Insecta,Raphidioptera,Raphidiidae,Xanthostigma,Xanthostigma xanthostigma,417954
Arachnida,Sarcoptiformes,Xenillidae,Xenillus,Xenillus tegeocranus,917071
Insecta,Hymenoptera,Scelionidae,Xenomerus,Xenomerus ergenna,1016380
Insecta,Strepsiptera,Xenidae,Xenos,Xenos vesparum,486031
Insecta,Hymenoptera,Xiphydriidae,Xiphydria,Xiphydria camelus,775763
Insecta,Orthoptera,Tridactylidae,Xya,Xya variegata,473191
Insecta,Hymenoptera,Xyelidae,Xyela,Xyela julii,1019280
Insecta,Hymenoptera,Xyelidae,Xyela,Xyela linsleyi,699669
Insecta,Lepidoptera,Yponomeutidae,Yponomeuta,Yponomeuta evonymella,324630
Insecta,Lepidoptera,Ypsolophidae,Ypsolopha,Ypsolopha dentella,207523
Insecta,Plecoptera,Nemouridae,Zapada,Zapada cinctipes,178556
Insecta,Diptera,Anthomyzidae,Zealantha,Zealantha thorpei,464581
Insecta,Coleoptera,Megalopodidae,Zeugophora,Zeugophora scutellaris,233980
Insecta,Coleoptera,Megalopodidae,Zeugophora,Zeugophora subspinosa,321916
Insecta,Coleoptera,Megalopodidae,Zeugophora,Zeugophora varians,233981
Arachnida,Araneae,Miturgidae,Zora,Zora spinimana,360548
Arachnida,Araneae,Zoropsidae,Zoropsis,Zoropsis spinimana,127112
Insecta,Lepidoptera,Zygaenidae,Zygaena,Zygaena lonicerae,82108
Arachnida,Araneae,Phonognathidae,Zygiella,Zygiella x-notata,155279
