name,taxon_id,ancestry
Epidermoptidae,329216,48460/1/47120/245097/47119/52788/129763/81508/332183/1227296/152845/1466413/1466256
Epipsocidae,245143,48460/1/47120/372739/47158/184884/83187/144300/480278
Erebidae,121850,48460/1/47120/372739/47158/184884/47157/47607
Eremiaphilidae,349368,48460/1/47120/372739/47158/184884/48112/1097011/1097013/1097030
Eresidae,62051,48460/1/47120/245097/47119/47118/120474/342614/367174
Ereynetidae,245271,48460/1/47120/245097/47119/52788/129763/83740/55597/635809/532010
Ergasilidae,339090,48460/1/47120/85493/473790/1091452/121643/774777/774779/85514/997010
Eriococcidae,48026,48460/1/47120/372739/47158/184884/47744/334037/60922
Eriocottidae,177611,48460/1/47120/372739/47158/184884/47157/61414
Eriocraniidae,173582,48460/1/47120/372739/47158/184884/47157/173581
Eriophyidae,55584,48460/1/47120/245097/47119/52788/129763/81508/635987/373225
Erotylidae,82103,48460/1/47120/372739/47158/184884/47208/71130/372852/48485
Erythracaridae,625770,48460/1/47120/245097/47119/52788/129763/83740/55597/635811/625766
Erythraeidae,121478,48460/1/47120/245097/47119/52788/129763/83740/490738/635761/504310
Eucharitidae,245001,48460/1/47120/372739/47158/184884/47201/124417/981280/69750
Eucinetidae,173492,48460/1/47120/372739/47158/184884/47208/71130/372854/47596
Eucnemidae,47886,48460/1/47120/372739/47158/184884/47208/71130/372854/47207
Eukoeneniidae,245034,48460/1/47120/245097/47119/129764/245047
Eulohmanniidae,982154,48460/1/47120/245097/47119/52788/129763/81508/332183/746595/1465938/982156
Eulophidae,85012,48460/1/47120/372739/47158/184884/47201/124417/981280/69750
Eunotidae,1426988,48460/1/47120/372739/47158/184884/47201/124417/981280/69750
Eupelmidae,176401,48460/1/47120/372739/47158/184884/47201/124417/981280/69750
Euphthiracaridae,245269,48460/1/47120/245097/47119/52788/129763/81508/332183/746595/1396469/245244
Eurycercidae,533837,48460/1/47120/85493/60395/1134694/68305/774762
Eurypauropodidae,373019,48460/1/47120/144128/83243/153129
Eurytomidae,69751,48460/1/47120/372739/47158/184884/47201/124417/981280/69750
Euscorpiidae,56545,48460/1/47120/245097/47119/48894/1323567/1323568/1323570/130035
Eustathiidae,918143,48460/1/47120/245097/47119/52788/129763/81508/332183/1227296/152845/1466413/1466262
Euteliidae,122126,48460/1/47120/372739/47158/184884/47157/47607
Eutrombidiidae,982544,48460/1/47120/245097/47119/52788/129763/83740/490738/635761/491889
Evaniidae,199595,48460/1/47120/372739/47158/184884/47201/124417/145377
Eviphididae,245177,48460/1/47120/245097/47119/52788/129762/52790/907177/936184/1270556/568362
Eylaidae,119951,48460/1/47120/245097/47119/52788/129763/83740/490738/495534/495536
Falculiferidae,245268,48460/1/47120/245097/47119/52788/129763/81508/332183/1227296/152845/1466413/1466262
Fanniidae,121214,48460/1/47120/372739/47158/184884/47822/48091/372853/48089/342767/54992
Figitidae,203209,48460/1/47120/372739/47158/184884/47201/124417/981280/55593
Filistatidae,49331,48460/1/47120/245097/47119/47118/120474/367158/367178
Flatidae,52074,48460/1/47120/372739/47158/184884/47744/125816/372860/52073
Forficulidae,49528,48460/1/47120/372739/47158/184884/47793/713334/713335/949881/713337
Formicidae,47336,48460/1/47120/372739/47158/184884/47201/124417/326777/1269340
Freyanidae,245267,48460/1/47120/245097/47119/52788/129763/81508/332183/1227296/152845/1466413/1466262
Gabuciniidae,982244,48460/1/47120/245097/47119/52788/129763/81508/332183/1227296/152845/1466413/1466262
Galliobatidae,982602,48460/1/47120/144128/47735/551278/372763/997267/372724/82535/997341
Galumnidae,172533,48460/1/47120/245097/47119/52788/129763/81508/332183/1227296/1227488/172532
Gammaridae,59806,48460/1/47120/85493/473790/47187/774775/144114/47628/869842/885340/885377/708355
Gasteruptiidae,244996,48460/1/47120/372739/47158/184884/47201/124417/145377
Gaudoglyphidae,982234,48460/1/47120/245097/47119/52788/129763/81508/332183/1227296/152845/1466413/1466256
Gelechiidae,55519,48460/1/47120/372739/47158/184884/47157/55518
Gelyellidae,473823,48460/1/47120/85493/473790/1091452/121643/774777/774779/473822
Geocoridae,146952,48460/1/47120/372739/47158/184884/47744/61267/372868/466233
Geogarypidae,432741,48460/1/47120/245097/47119/172373/372876/928847/928860/172482
Geometridae,49530,48460/1/47120/372739/47158/184884/47157/49531
Geophilidae,133161,48460/1/47120/144128/49556/67662
Georissidae,456677,48460/1/47120/372739/47158/184884/47208/71130/372870/127445
Geotrupidae,60539,48460/1/47120/372739/47158/184884/47208/71130/702480/48202
Gerridae,59653,48460/1/47120/372739/47158/184884/47744/61267/372861/59654
Glomeridae,56080,48460/1/47120/144128/47735/551278/372768/999505/56079/999510
Glossosomatidae,172831,48460/1/47120/372739/47158/184884/62164/372842/172830
Glyphipterigidae,173889,48460/1/47120/372739/47158/184884/47157/53552
Gnaphosidae,50168,48460/1/47120/245097/47119/47118/120474/342614/367173
Goeridae,148208,48460/1/47120/372739/47158/184884/62164/372875/81972
Gomphidae,51128,48460/1/47120/372739/47158/184884/47792/47927/1317178
Gracillariidae,61353,48460/1/47120/372739/47158/184884/47157/61352
Gryllidae,52884,48460/1/47120/372739/47158/184884/47651/132694/358855/50158
Gryllotalpidae,71220,48460/1/47120/372739/47158/184884/47651/132694/358855/523975
Gyrinidae,119971,48460/1/47120/372739/47158/184884/47208/340471
Haemogamasidae,245176,48460/1/47120/245097/47119/52788/129762/52790/907177/936184/1270556/194694
Hahniidae,153505,48460/1/47120/245097/47119/47118/120474/342614/367162
Halacaridae,245461,48460/1/47120/245097/47119/52788/129763/83740/55597/635809/496620
Halictidae,49707,48460/1/47120/372739/47158/184884/47201/124417/326777/47222/630955
Halictophagidae,371093,48460/1/47120/372739/47158/184884/83202/902761
Haliplidae,173193,48460/1/47120/372739/47158/184884/47208/340471
Halophilosciidae,469880,48460/1/47120/85493/473790/47187/774775/144114/48147/84718/343783/343798
Hebridae,178192,48460/1/47120/372739/47158/184884/47744/61267/372861/178191
Helcomyzidae,373033,48460/1/47120/372739/47158/184884/47822/48091/372853/48089/48088/70139
Heleomyzidae,154606,48460/1/47120/372739/47158/184884/47822/48091/372853/48089/48088/774570
Heliodinidae,82516,48460/1/47120/372739/47158/184884/47157/53552
Heliozelidae,126380,48460/1/47120/372739/47158/184884/47157/51269
Helophoridae,1156101,48460/1/47120/372739/47158/184884/47208/71130/372870/127445
Heloridae,371087,48460/1/47120/372739/47158/184884/47201/124417/981280/342818
Hemerobiidae,118993,48460/1/47120/372739/47158/184884/48763/483236
Hemithripidae,1377498,48460/1/47120/372739/47158/184884/83201/372872/1377496
Hepialidae,53783,48460/1/47120/372739/47158/184884/47157/53784
Heptageniidae,48006,48460/1/47120/372739/47158/184884/48011/154639
Heptamelidae,1398093,48460/1/47120/372739/47158/184884/47201/84643/49452
Hesperiidae,47653,48460/1/47120/372739/47158/184884/47157/47224
Heteroceridae,174627,48460/1/47120/372739/47158/184884/47208/71130/372854/130839
Heterogastridae,177890,48460/1/47120/372739/47158/184884/47744/61267/372868/466233
Heterogynidae,320876,48460/1/47120/372739/47158/184884/47157/52029
Heydeniidae,1426991,48460/1/47120/372739/47158/184884/47201/124417/981280/69750
Himantariidae,69828,48460/1/47120/144128/49556/67662
Hippoboscidae,48818,48460/1/47120/372739/47158/184884/47822/48091/372853/48089/342767/347847
Hirudisomatidae,154911,48460/1/47120/144128/47735/551278/372763/888637/121553
Histeridae,68869,48460/1/47120/372739/47158/184884/47208/71130/372870/68870
Holopediidae,483821,48460/1/47120/85493/60395/1134694/68305/774763
Homotomidae,372899,48460/1/47120/372739/47158/184884/47744/334037/48195
Hungarobelbidae,982104,48460/1/47120/245097/47119/52788/129763/81508/332183/1227296/1227488/1465997
Hybosoridae,174507,48460/1/47120/372739/47158/184884/47208/71130/702480/48202
Hybotidae,174422,48460/1/47120/372739/47158/184884/47822/48091/372865/318504
Hydrachnidae,373047,48460/1/47120/245097/47119/52788/129763/83740/490738/495534/495537
Hydraenidae,176632,48460/1/47120/372739/47158/184884/47208/71130/372870/48311
Hydrochidae,1156100,48460/1/47120/372739/47158/184884/47208/71130/372870/127445
Hydrodromidae,245039,48460/1/47120/245097/47119/52788/129763/83740/490738/495534/495538
Hydrometridae,177751,48460/1/47120/372739/47158/184884/47744/61267/372861/176503
Hydrophilidae,127444,48460/1/47120/372739/47158/184884/47208/71130/372870/127445
Hydropsychidae,62163,48460/1/47120/372739/47158/184884/62164/372846/62165
Hydroptilidae,129646,48460/1/47120/372739/47158/184884/62164/129645
Hydroscaphidae,322188,48460/1/47120/372739/47158/184884/47208/340472
Hydryphantidae,245033,48460/1/47120/245097/47119/52788/129763/83740/490738/495534/495538
Hygrobatidae,338995,48460/1/47120/245097/47119/52788/129763/83740/490738/495534/495539
Hygrobiidae,483657,48460/1/47120/372739/47158/184884/47208/340471/574051
Hypochthoniidae,245257,48460/1/47120/245097/47119/52788/129763/81508/332183/888610/245277
Hypogastruridae,125614,48460/1/47120/372739/243773/49470/129730/1463814
Hystrichopsyllidae,353988,48460/1/47120/372739/47158/184884/83204/353987
Ibaliidae,48004,48460/1/47120/372739/47158/184884/47201/124417/981280/55593
Ichneumonidae,47199,48460/1/47120/372739/47158/184884/47201/124417/47200
Ilyocryptidae,338151,48460/1/47120/85493/60395/1134694/68305/774762
Incurvariidae,51268,48460/1/47120/372739/47158/184884/47157/51269
Inocelliidae,244083,48460/1/47120/372739/47158/184884/47794
Ischnopsyllidae,245161,48460/1/47120/372739/47158/184884/83204/245120
Ischyropsalididae,525950,48460/1/47120/245097/47119/47367/526560/525949
Ismaridae,246225,48460/1/47120/372739/47158/184884/47201/124417/981280/480797
Isonychiidae,48007,48460/1/47120/372739/47158/184884/48011/154639
Isotomidae,171479,48460/1/47120/372739/243773/49470/83224/171477
Issidae,56579,48460/1/47120/372739/47158/184884/47744/125816/372860/52073
Ixodidae,51673,48460/1/47120/245097/47119/52788/129762/51672
Japygidae,56218,48460/1/47120/372739/243773/56215/152968/245395
Julidae,121483,48460/1/47120/144128/47735/551278/372763/997267/372724/82535/997344
Kalotermitidae,143496,48460/1/47120/372739/47158/184884/81769/129743/118903
Kateretidae,332219,48460/1/47120/372739/47158/184884/47208/71130/372852/48485
Katiannidae,245385,48460/1/47120/372739/243773/49470/152965/171234
Kermesidae,49027,48460/1/47120/372739/47158/184884/47744/334037/60922
Keroplatidae,125922,48460/1/47120/372739/47158/184884/47822/154259/489328/493389
Kramerellidae,982245,48460/1/47120/245097/47119/52788/129763/81508/332183/1227296/152845/1466413/1466262
Krendowskiidae,982538,48460/1/47120/245097/47119/52788/129763/83740/490738/495534/495535
Kuwaniidae,798034,48460/1/47120/372739/47158/184884/47744/334037/60922
Labidostommatidae,246206,48460/1/47120/245097/47119/52788/129763/83740/55597/635812
Labiduridae,85850,48460/1/47120/372739/47158/184884/47793/713334/713335/949881/713339
Lachesillidae,245115,48460/1/47120/372739/47158/184884/83187/144300/451715
Laelapidae,245009,48460/1/47120/245097/47119/52788/129762/52790/907177/936184/1270556/194694
Laemophloeidae,174146,48460/1/47120/372739/47158/184884/47208/71130/372852/48485
Lampyridae,47731,48460/1/47120/372739/47158/184884/47208/71130/372854/47207
Laophontidae,195066,48460/1/47120/85493/473790/1091452/121643/774777/774779/85521
Lasiocampidae,56584,48460/1/47120/372739/47158/184884/47157/56583
Latridiidae,131059,48460/1/47120/372739/47158/184884/47208/71130/372852/471714
Lauxaniidae,118991,48460/1/47120/372739/47158/184884/47822/48091/372853/48089/48088/774561
Lebertiidae,245007,48460/1/47120/245097/47119/52788/129763/83740/490738/495534/495540
Lecanodiaspididae,746959,48460/1/47120/372739/47158/184884/47744/334037/60922
Lecithoceridae,82090,48460/1/47120/372739/47158/184884/47157/55518
Leiodidae,60571,48460/1/47120/372739/47158/184884/47208/71130/372870/48311
Lepidocharontidae,813881,48460/1/47120/85493/473790/47187/774775/144114/48147/343772/60691
Lepidostomatidae,125808,48460/1/47120/372739/47158/184884/62164/372875/81972
Lepismatidae,48300,48460/1/47120/372739/47158/48301
Leptestheriidae,153159,48460/1/47120/85493/60395/1134694/68305/774759
Leptoceridae,85862,48460/1/47120/372739/47158/184884/62164/372875/173238
Leptodoridae,127517,48460/1/47120/85493/60395/1134694/68305/774764
Leptonetidae,85865,48460/1/47120/245097/47119/47118/120474/367158/367184
Leptophlebiidae,81975,48460/1/47120/372739/47158/184884/48011/506428
Leptopodidae,470010,48460/1/47120/372739/47158/184884/47744/61267/372863/135297
Leptopsyllidae,245118,48460/1/47120/372739/47158/184884/83204/245120
Lernaeidae,354113,48460/1/47120/85493/473790/1091452/121643/774777/774779/85514/1066595
Lernaeopodidae,171327,48460/1/47120/85493/473790/1091452/121643/774777/774779/153122
Lestidae,47930,48460/1/47120/372739/47158/184884/47792/47928/1317183
Leucospidae,245000,48460/1/47120/372739/47158/184884/47201/124417/981280/69750
Leuctridae,148187,48460/1/47120/372739/47158/184884/47504/372838/570126/148186
Libellulidae,47819,48460/1/47120/372739/47158/184884/47792/47927/1317176
Licneremaeidae,245248,48460/1/47120/245097/47119/52788/129763/81508/332183/1227296/1227488/245206
Ligiidae,55357,48460/1/47120/85493/473790/47187/774775/144114/48147/84718/181176
Limacodidae,84165,48460/1/47120/372739/47158/184884/47157/52029
Limnadiidae,153160,48460/1/47120/85493/60395/1134694/68305/774759
Limnephilidae,130015,48460/1/47120/372739/47158/184884/62164/372875/81972
Limnesiidae,245029,48460/1/47120/245097/47119/52788/129763/83740/490738/495534/495539
Limnichidae,176390,48460/1/47120/372739/47158/184884/47208/71130/372854/130839
Limnocharidae,245040,48460/1/47120/245097/47119/52788/129763/83740/490738/495534/495536
Limnocytheridae,85871,48460/1/47120/85493/473792/68764/774780/85538/1001351/171230
Limoniidae,47992,48460/1/47120/372739/47158/184884/47822/154259/179916/51226
Linguatulidae,346599,48460/1/47120/85493/473792/473793/473794/153126/996987
Linyphiidae,67599,48460/1/47120/245097/47119/47118/120474/342614/319384
Liocranidae,153717,48460/1/47120/245097/47119/47118/120474/342614/367165
Liposcelididae,245144,48460/1/47120/372739/47158/184884/83187/372873/714496
Listrophoridae,245246,48460/1/47120/245097/47119/52788/129763/81508/332183/1227296/152845/1466413/1466263
Lithobiidae,122236,48460/1/47120/144128/49556/122235
Liviidae,460832,48460/1/47120/372739/47158/184884/47744/334037/48195
Lonchaeidae,322936,48460/1/47120/372739/47158/184884/47822/48091/372853/48089/48088/62006
Lonchopteridae,203416,48460/1/47120/372739/47158/184884/47822/48091/372853/414448
Lophocateridae,903246,48460/1/47120/372739/47158/184884/47208/71130/372852/55050
Lophoproctidae,245112,48460/1/47120/144128/47735/372767/133862/999573
Lucanidae,49083,48460/1/47120/372739/47158/184884/47208/71130/702480/48202
Lycaenidae,47923,48460/1/47120/372739/47158/184884/47157/47224
Lycidae,49360,48460/1/47120/372739/47158/184884/47208/71130/372854/47207
Lycosidae,47416,48460/1/47120/245097/47119/47118/120474/342614/367161
Lyctocoridae,464024,48460/1/47120/372739/47158/184884/47744/61267/372850/53668
Lygaeidae,55558,48460/1/47120/372739/47158/184884/47744/61267/372868/466233
Lymexylidae,246114,48460/1/47120/372739/47158/184884/47208/71130/372852/246113
Lynceidae,122268,48460/1/47120/85493/60395/1134694/68305/774760
Lyonetiidae,177236,48460/1/47120/372739/47158/184884/47157/53552
Lypusidae,452365,48460/1/47120/372739/47158/184884/47157/55518
Machilidae,142291,48460/1/47120/372739/47158/461443
Macrochelidae,172592,48460/1/47120/245097/47119/52788/129762/52790/907177/936184/1270556/568362
Macromiidae,67722,48460/1/47120/372739/47158/184884/47792/47927/1317176
Macronyssidae,245173,48460/1/47120/245097/47119/52788/129762/52790/907177/936184/1270556/194694
Macrosternodesmidae,171317,48460/1/47120/144128/47735/551278/372763/997267/372784/47734/711088/841314/998717
Macrothricidae,128810,48460/1/47120/85493/60395/1134694/68305/774762
Mantidae,48111,48460/1/47120/372739/47158/184884/48112/1097011/1097013/1097016
Mantispidae,52955,48460/1/47120/372739/47158/184884/48763/483236
Marchalinidae,746711,48460/1/47120/372739/47158/184884/47744/334037/60922
Margarodidae,60923,48460/1/47120/372739/47158/184884/47744/334037/60922
Matsucoccidae,746713,48460/1/47120/372739/47158/184884/47744/334037/60922
Meessiidae,504832,48460/1/47120/372739/47158/184884/47157/61414
Megachilidae,52777,48460/1/47120/372739/47158/184884/47201/124417/326777/47222/630955
Megalodontesidae,337737,48460/1/47120/372739/47158/184884/47201/84643/143250
Megalopodidae,178545,48460/1/47120/372739/47158/184884/47208/71130/372852/176269
Megamerinidae,511382,48460/1/47120/372739/47158/184884/47822/48091/372853/48089/48088/774573
Megaspilidae,367445,48460/1/47120/372739/47158/184884/47201/124417/203217
Megastigmidae,857366,48460/1/47120/372739/47158/184884/47201/124417/981280/69750
Meinertellidae,245396,48460/1/47120/372739/47158/461443
Melandryidae,173723,48460/1/47120/372739/47158/184884/47208/71130/372852/47593
Melanthripidae,981068,48460/1/47120/372739/47158/184884/83201/372872/1377476
Melittidae,154651,48460/1/47120/372739/47158/184884/47201/124417/326777/47222/630955
Meloidae,59510,48460/1/47120/372739/47158/184884/47208/71130/372852/47593
Melyridae,82067,48460/1/47120/372739/47158/184884/47208/71130/372852/55050
Membracidae,49024,48460/1/47120/372739/47158/184884/47744/125816/372849/49025
Mengenillidae,773494,48460/1/47120/372739/47158/184884/83202/922178
Menoponidae,172772,48460/1/47120/372739/47158/184884/83187/372873/714496/152843/371104
Mesopsocidae,359475,48460/1/47120/372739/47158/184884/83187/144300/451715
Mesoveliidae,174616,48460/1/47120/372739/47158/184884/47744/61267/372861/174617
Metacrangonyctidae,983387,48460/1/47120/85493/473790/47187/774775/144114/47628/869842/983381/983382/900859
Metrioppiidae,245243,48460/1/47120/245097/47119/52788/129763/81508/332183/1227296/1227488/245187
Micreremaeidae,245242,48460/1/47120/245097/47119/52788/129763/81508/332183/1227296/1227488/245206
Micronectidae,201252,48460/1/47120/372739/47158/184884/47744/61267/116696/84736
Micropezidae,132187,48460/1/47120/372739/47158/184884/47822/48091/372853/48089/48088/603713
Microphysidae,174329,48460/1/47120/372739/47158/184884/47744/61267/372850/1355482
Micropsammidae,982557,48460/1/47120/245097/47119/52788/129763/81508/635987/1109613
Micropterigidae,173650,48460/1/47120/372739/47158/184884/47157/173647
Microtrombidiidae,472774,48460/1/47120/245097/47119/52788/129763/83740/490738/635761/491889
Mideidae,245021,48460/1/47120/245097/47119/52788/129763/83740/490738/495534/495535
Mideopsidae,245015,48460/1/47120/245097/47119/52788/129763/83740/490738/495534/495535
Milichiidae,329891,48460/1/47120/372739/47158/184884/47822/48091/372853/48089/48088/361261
Millieriidae,981683,48460/1/47120/372739/47158/184884/47157
Mimetidae,60351,48460/1/47120/245097/47119/47118/120474/342614/319384
Miridae,53505,48460/1/47120/372739/47158/184884/47744/61267/372850/53504
Miturgidae,61867,48460/1/47120/245097/47119/47118/120474/342614
Mogoplistidae,120481,48460/1/47120/372739/47158/184884/47651/132694/358855/50158
Moinidae,209038,48460/1/47120/85493/60395/1134694/68305/774762
Molannidae,176962,48460/1/47120/372739/47158/184884/62164/372875/173238
Momphidae,176953,48460/1/47120/372739/47158/184884/47157/55518
Monophlebidae,428253,48460/1/47120/372739/47158/184884/47744/334037/60922
Monotomidae,174606,48460/1/47120/372739/47158/184884/47208/71130/372852/48485
Mordellidae,81969,48460/1/47120/372739/47158/184884/47208/71130/372852/47593
Muscidae,70144,48460/1/47120/372739/47158/184884/47822/48091/372853/48089/342767/54992
Mutillidae,48511,48460/1/47120/372739/47158/184884/47201/124417/326777/1269342
Mycetaeidae,471717,48460/1/47120/372739/47158/184884/47208/71130/372852/471714
Mycetophagidae,85909,48460/1/47120/372739/47158/184884/47208/71130/372852/47593
Mycetophilidae,83736,48460/1/47120/372739/47158/184884/47822/154259/489328/493389
Mycobatidae,245238,48460/1/47120/245097/47119/52788/129763/81508/332183/1227296/1227488/245069
Mycteridae,176908,48460/1/47120/372739/47158/184884/47208/71130/372852/47593
Mymaridae,203203,48460/1/47120/372739/47158/184884/47201/124417/981280/69750
Myobiidae,245237,48460/1/47120/245097/47119/52788/129763/83740/55597/635847/635981
Myocoptidae,245236,48460/1/47120/245097/47119/52788/129763/81508/332183/1227296/152845/1466413/1466263
Myopsocidae,142220,48460/1/47120/372739/47158/184884/83187/144300/474468
Myrmecophilidae,50159,48460/1/47120/372739/47158/184884/47651/132694/358855/523975
Myrmeleontidae,49358,48460/1/47120/372739/47158/184884/48763/489592/49359
Myrmosidae,246226,48460/1/47120/372739/47158/184884/47201/124417/326777/1269342
Mysidae,85912,48460/1/47120/85493/473790/47187/774775/144114/85532
Mysmenidae,172221,48460/1/47120/245097/47119/47118/120474/342614/319384
Mythicomyiidae,447973,48460/1/47120/372739/47158/184884/47822/48091/372865/354603
Nabidae,129878,48460/1/47120/372739/47158/184884/47744/61267/372850/1355483
Naucoridae,67615,48460/1/47120/372739/47158/184884/47744/61267/116696/67616
Neanuridae,83891,48460/1/47120/372739/243773/49470/129730/83890
Neelidae,203288,48460/1/47120/372739/243773/49470/152966
Nemasomatidae,154928,48460/1/47120/144128/47735/551278/372763/997267/372724/82535/997346
Nemastomatidae,245376,48460/1/47120/245097/47119/47367/526560/354553
Nematalycidae,982560,48460/1/47120/245097/47119/52788/129763/81508/635987/1109614
Nemesiidae,47369,48460/1/47120/245097/47119/47118/84719/1467321
Nemestrinidae,120090,48460/1/47120/372739/47158/184884/47822/48091/372865/781661
Nemonychidae,174369,48460/1/47120/372739/47158/184884/47208/71130/372852/60473
Nemopteridae,48759,48460/1/47120/372739/47158/184884/48763/489592/49359
Nemouridae,173242,48460/1/47120/372739/47158/184884/47504/372838/570126/148186
Neobisiidae,85918,48460/1/47120/245097/47119/172373/372876/928848/172452
Neoephemeridae,176794,48460/1/47120/372739/47158/184884/48011/173245
Neoliodidae,245247,48460/1/47120/245097/47119/52788/129763/81508/332183/1227296/1227488/245256
Nepidae,119347,48460/1/47120/372739/47158/184884/47744/61267/116696/81569
Nepticulidae,85925,48460/1/47120/372739/47158/184884/47157/176535
Nesticidae,153826,48460/1/47120/245097/47119/47118/120474/342614/319384
Nevrorthidae,559448,48460/1/47120/372739/47158/184884/48763/483236
Nicoletiidae,178895,48460/1/47120/372739/47158/48301
Niphargidae,85927,48460/1/47120/85493/473790/47187/774775/144114/47628/869842/885340/885341/885338
Nitidulidae,126791,48460/1/47120/372739/47158/184884/47208/71130/372852/48485
Noctuidae,48670,48460/1/47120/372739/47158/184884/47157/47607
Nolidae,52873,48460/1/47120/372739/47158/184884/47157/47607
Nosodendridae,176662,48460/1/47120/372739/47158/184884/47208/71130/372844/174054
Noteridae,177769,48460/1/47120/372739/47158/184884/47208/340471/574051
Nothridae,245231,48460/1/47120/245097/47119/52788/129763/81508/332183/1227296/1465863/245076
Notodontidae,47718,48460/1/47120/372739/47158/184884/47157/47607
Notodromadidae,85933,48460/1/47120/85493/473792/68764/774780/85538/1066627/996554
Notonectidae,56556,48460/1/47120/372739/47158/184884/47744/61267/116696/56555
Nycteribiidae,347845,48460/1/47120/372739/47158/184884/47822/48091/372853/48089/342767/347847
Nymphalidae,47922,48460/1/47120/372739/47158/184884/47157/47224
Ochodaeidae,176640,48460/1/47120/372739/47158/184884/47208/71130/702480/48202
Ochteridae,430400,48460/1/47120/372739/47158/184884/47744/61267/116696/430399
Odiniidae,329916,48460/1/47120/372739/47158/184884/47822/48091/372853/48089/48088/48087
Odontellidae,123872,48460/1/47120/372739/243773/49470/129730/171558
Odontoceridae,176700,48460/1/47120/372739/47158/184884/62164/372875/173238
Oecanthidae,1449512,48460/1/47120/372739/47158/184884/47651/132694/358855/50158
Oecobiidae,47587,48460/1/47120/245097/47119/47118/120474/342614/367174
Oecophoridae,81690,48460/1/47120/372739/47158/184884/47157/55518
Oedemeridae,61845,48460/1/47120/372739/47158/184884/47208/71130/372852/47593
Oestridae,154882,48460/1/47120/372739/47158/184884/47822/48091/372853/48089/342767/356157
Oithonidae,171781,48460/1/47120/85493/473790/1091452/121643/774777/774779/85514/1066594
Oligoneuriidae,154638,48460/1/47120/372739/47158/184884/48011/154639
Oligotomidae,56836,48460/1/47120/372739/47158/184884/56834/1041770/1041773
Ologamasidae,245171,48460/1/47120/245097/47119/52788/129762/52790/907177/936184/1270556/245175
Olpiidae,245012,48460/1/47120/245097/47119/172373/372876/928847/928860/172482
Omalisidae,548786,48460/1/47120/372739/47158/184884/47208/71130/372854/47207
Oncopoduridae,171699,48460/1/47120/372739/243773/49470/83224/171698
Oniscidae,48291,48460/1/47120/85493/473790/47187/774775/144114/48147/84718/343783/343798
Onychiuridae,171694,48460/1/47120/372739/243773/49470/129730/171558
Ooderidae,1426998,48460/1/47120/372739/47158/184884/47201/124417/981280/69750
Oonopidae,57647,48460/1/47120/245097/47119/47118/120474/367158/367170
Opetiidae,558003,48460/1/47120/372739/47158/184884/47822/48091/372853/414448
Opomyzidae,326615,48460/1/47120/372739/47158/184884/47822/48091/372853/48089/48088/48087
Opostegidae,176537,48460/1/47120/372739/47158/184884/47157/176535
Oppiidae,245229,48460/1/47120/245097/47119/52788/129763/81508/332183/1227296/1227488/245062
Oribatulidae,245227,48460/1/47120/245097/47119/52788/129763/81508/332183/1227296/1227488/81509
Ormyridae,244999,48460/1/47120/372739/47158/184884/47201/124417/981280/69750
Orsodacnidae,176274,48460/1/47120/372739/47158/184884/47208/71130/372852/176269
Ortheziidae,49576,48460/1/47120/372739/47158/184884/47744/334037/60922
